# JD           time(JD) x                y              z               vx          vy           vz
2458736.500000 0.074357 -19927306.455362 -10555863.930503 14080859.403391 -961.238032 -1538.778411 -2447.568522
2458736.500000 0.075052 -19984851.968067 -10647694.656462 13933364.797749 -955.588774 -1520.269573 -2465.409021
2458736.500000 0.075747 -20042052.131058 -10738412.968406 13784804.683775 -949.728515 -1501.727197 -2483.056828
2458736.500000 0.076442 -20098894.294136 -10828017.640607 13635190.965647 -943.657482 -1483.154242 -2500.510748
2458736.500000 0.077137 -20155365.807103 -10916507.447333 13484535.547540 -937.375900 -1464.553666 -2517.769591
2458736.500000 0.077832 -20211454.019761 -11003881.162853 13332850.333632 -930.883998 -1445.928429 -2534.832162
2458736.500000 0.078527 -20267146.281913 -11090137.561438 13180147.228097 -924.182001 -1427.281489 -2551.697271
2458736.500000 0.079222 -20322429.943360 -11175275.417357 13026438.135113 -917.270137 -1408.615804 -2568.363724
2458736.500000 0.079917 -20377292.353904 -11259293.504878 12871734.958856 -910.148633 -1389.934335 -2584.830329
2458736.500000 0.080612 -20431720.863347 -11342190.598273 12716049.603502 -902.817714 -1371.240039 -2601.095893
2458736.500000 0.081306 -20485702.821492 -11423965.471809 12559393.973227 -895.277609 -1352.535876 -2617.159224
2458736.500000 0.082001 -20539225.578140 -11504616.899757 12401779.972207 -887.528543 -1333.824805 -2633.019130
2458736.500000 0.082696 -20592276.483093 -11584143.656387 12243219.504619 -879.570744 -1315.109783 -2648.674417
2458736.500000 0.083391 -20644842.886197 -11662544.516220 12083724.474732 -871.404439 -1296.393771 -2664.123893
2458736.500000 0.084086 -20696912.232811 -11739818.810421 11923306.990506 -863.029969 -1277.679709 -2679.366419
2458736.500000 0.084781 -20748472.266329 -11815967.607079 11761979.795495 -854.448039 -1258.970477 -2694.401017
2458736.500000 0.085476 -20799510.788119 -11890992.312128 11599755.756878 -845.659421 -1240.268948 -2709.226743
2458736.500000 0.086171 -20850015.599545 -11964894.331499 11436647.741835 -836.664891 -1221.577993 -2723.842650
2458736.500000 0.086866 -20899974.501973 -12037675.071125 11272668.617547 -827.465220 -1202.900481 -2738.247793
2458736.500000 0.087561 -20949375.296770 -12109335.936937 11107831.251194 -818.061183 -1184.239284 -2752.441229
2458736.500000 0.088256 -20998205.785300 -12179878.334870 10942148.509955 -808.453554 -1165.597272 -2766.422010
2458736.500000 0.088951 -21046453.768929 -12249303.670854 10775633.261010 -798.643106 -1146.977318 -2780.189193
2458736.500000 0.089646 -21094107.049024 -12317613.350823 10608298.371540 -788.630612 -1128.382290 -2793.741831
2458736.500000 0.090341 -21141153.426949 -12384808.780708 10440156.708724 -778.416847 -1109.815060 -2807.078980
2458736.500000 0.091035 -21187580.704070 -12450891.366443 10271221.139742 -768.002583 -1091.278500 -2820.199695
2458736.500000 0.091730 -21233376.681754 -12515862.513958 10101504.531775 -757.388595 -1072.775479 -2833.103029
2458736.500000 0.092425 -21278529.161365 -12579723.629188 9931019.752002 -746.575656 -1054.308868 -2845.788039
2458736.500000 0.093120 -21323025.944270 -12642476.118064 9759779.667604 -735.564540 -1035.881539 -2858.253779
2458736.500000 0.093815 -21366854.831962 -12704121.386862 9587797.145861 -724.356020 -1017.496362 -2870.499304
2458736.500000 0.094510 -21410003.828516 -12764661.386543 9415085.214129 -712.950982 -999.156166 -2882.523723
2458736.500000 0.095205 -21452461.551077 -12824099.716439 9241657.384195 -701.350651 -980.863652 -2894.326317
2458736.500000 0.095900 -21494216.732318 -12882440.286500 9067527.259135 -689.556317 -962.621495 -2905.906396
2458736.500000 0.096595 -21535258.104911 -12939687.006679 8892708.442021 -677.569268 -944.432374 -2917.263271
2458736.500000 0.097290 -21575574.401529 -12995843.786926 8717214.535930 -665.390792 -926.298964 -2928.396253
2458736.500000 0.097985 -21615154.354843 -13050914.537194 8541059.143933 -653.022180 -908.223943 -2939.304652
2458736.500000 0.098680 -21653986.697527 -13104903.167434 8364255.869107 -640.464720 -890.209987 -2949.987779
2458736.500000 0.099375 -21692060.162253 -13157813.587597 8186818.314525 -627.719700 -872.259773 -2960.444944
2458736.500000 0.100069 -21729363.481692 -13209649.707634 8008760.083262 -614.788411 -854.375977 -2970.675460
2458736.500000 0.100764 -21765885.388519 -13260415.437498 7830094.778391 -601.672140 -836.561276 -2980.678636
2458736.500000 0.101459 -21801614.615404 -13310114.687140 7650836.002987 -588.372178 -818.818348 -2990.453783
2458736.500000 0.102154 -21836539.895021 -13358751.366511 7470997.360125 -574.889812 -801.149868 -3000.000213
2458736.500000 0.102849 -21870649.960042 -13406329.385564 7290592.452878 -561.226332 -783.558513 -3009.317235
2458736.500000 0.103544 -21903933.543139 -13452852.654248 7109634.884321 -547.383026 -766.046961 -3018.404161
2458736.500000 0.104239 -21936379.377243 -13498325.082947 6928138.257623 -533.361184 -748.617888 -3027.260301
2458736.500000 0.104934 -21967976.502488 -13542751.093004 6746116.288520 -519.162199 -731.273905 -3035.885024
2458736.500000 0.105629 -21998714.860760 -13586136.605629 6563583.023174 -504.787770 -714.017433 -3044.277871
2458736.500000 0.106324 -22028584.558557 -13628487.815827 6380552.568066 -490.239650 -696.850859 -3052.438412
2458736.500000 0.107019 -22057575.702379 -13669810.918604 6197039.029677 -475.519594 -679.776568 -3060.366218
2458736.500000 0.107714 -22085678.398724 -13710112.108966 6013056.514488 -460.629356 -662.796946 -3068.060861
2458736.500000 0.108409 -22112882.754090 -13749397.581918 5828619.128978 -445.570690 -645.914380 -3075.521910
2458736.500000 0.109104 -22139178.874977 -13787673.532467 5643740.979629 -430.345351 -629.131256 -3082.748938
2458736.500000 0.109798 -22164556.867883 -13824946.155617 5458436.172922 -414.955093 -612.449959 -3089.741515
2458736.500000 0.110493 -22189006.839308 -13861221.646375 5272718.815338 -399.401670 -595.872876 -3096.499213
2458736.500000 0.111188 -22212518.895749 -13896506.199746 5086603.013356 -383.686836 -579.402393 -3103.021601
2458736.500000 0.111883 -22235083.143705 -13930806.010737 4900102.873458 -367.812346 -563.040895 -3109.308252
2458736.500000 0.112578 -22256689.689676 -13964127.274352 4713232.502125 -351.779953 -546.790769 -3115.358736
2458736.500000 0.113273 -22277328.640160 -13996476.185597 4526006.005837 -335.591413 -530.654401 -3121.172624
2458736.500000 0.113968 -22296990.101656 -14027858.939479 4338437.491075 -319.248479 -514.634176 -3126.749487
2458736.500000 0.114663 -22315664.181104 -14058281.731500 4150541.064387 -302.752906 -498.732482 -3132.088897
2458736.500000 0.115358 -22333341.390732 -14087751.213165 3962330.894068 -286.106540 -482.951617 -3137.190484
2458736.500000 0.116053 -22350013.396852 -14116275.334473 3773821.324247 -269.311487 -467.293636 -3142.054049
2458736.500000 0.116748 -22365672.069834 -14143862.275019 3585026.730139 -252.369901 -451.760552 -3146.679425
2458736.500000 0.117443 -22380309.280049 -14170520.214397 3395961.486960 -235.283935 -436.354374 -3151.066441
2458736.500000 0.118138 -22393916.897870 -14196257.332203 3206639.969929 -218.055743 -421.077114 -3155.214931
2458736.500000 0.118833 -22406486.793667 -14221081.808031 3017076.554261 -200.687476 -405.930785 -3159.124725
2458736.500000 0.119527 -22418010.837811 -14245001.821476 2827285.615173 -183.181290 -390.917396 -3162.795655
2458736.500000 0.120222 -22428480.900675 -14268025.552133 2637281.527881 -165.539336 -376.038960 -3166.227552
2458736.500000 0.120917 -22437888.852629 -14290161.179596 2447078.667603 -147.763768 -361.297487 -3169.420248
2458736.500000 0.121612 -22446226.564045 -14311416.883460 2256691.409555 -129.856740 -346.694989 -3172.373575
2458736.500000 0.122307 -22453485.905294 -14331800.843320 2066134.128953 -111.820403 -332.233478 -3175.087363
2458736.500000 0.123002 -22459658.746748 -14351321.238771 1875421.201015 -93.656912 -317.914964 -3177.561444
2458736.500000 0.123697 -22464736.958777 -14369986.249407 1684567.000956 -75.368420 -303.741460 -3179.795650
2458736.500000 0.124392 -22468712.411753 -14387804.054824 1493585.903994 -56.957080 -289.714976 -3181.789812
2458736.500000 0.125087 -22471576.976728 -14404782.835141 1302492.285357 -38.425044 -275.837523 -3183.543761
2458736.500000 0.125782 -22473323.017491 -14420931.151656 1111300.528682 -19.774543 -262.111008 -3185.057390
2458736.500000 0.126477 -22473944.259150 -14436258.618769 920025.040832 -1.008011 -248.537049 -3186.330760
2458736.500000 0.127172 -22473434.659931 -14450775.031213 728680.232652 17.872078 -235.117213 -3187.363957
2458736.500000 0.127867 -22471788.178059 -14464490.183724 537280.514986 36.863252 -221.853068 -3188.157072
2458736.500000 0.128562 -22468998.771759 -14477413.871036 345840.298676 55.963039 -208.746181 -3188.710192
2458736.500000 0.129256 -22465060.399256 -14489555.887885 154373.994565 75.168967 -195.798121 -3189.023406
2458736.500000 0.129951 -22459967.018774 -14500926.029004 -37103.986503 94.478564 -183.010455 -3189.096803
2458736.500000 0.130646 -22453712.588540 -14511534.089130 -228579.233684 113.889357 -170.384752 -3188.930471
2458736.500000 0.131341 -22446291.066779 -14521389.862996 -420037.336137 133.398874 -157.922577 -3188.524499
2458736.500000 0.132036 -22437696.411714 -14530503.145338 -611463.883016 153.004643 -145.625501 -3187.878976
2458736.500000 0.132731 -22427922.581572 -14538883.730890 -802844.463479 172.704192 -133.495089 -3186.993990
2458736.500000 0.133426 -22416963.534578 -14546541.414387 -994164.666683 192.495048 -121.532911 -3185.869629
2458736.500000 0.134121 -22404813.228955 -14553485.990564 -1185410.081785 212.374739 -109.740533 -3184.505983
2458736.500000 0.134816 -22391465.622931 -14559727.254155 -1376566.297941 232.340794 -98.119524 -3182.903140
2458736.500000 0.135511 -22376914.675696 -14565275.000389 -1567618.904387 252.390739 -86.671451 -3181.061188
2458736.500000 0.136206 -22361154.912224 -14570139.313147 -1758553.537159 272.522047 -75.397762 -3178.980277
2458736.500000 0.136901 -22344182.374257 -14574331.050140 -1949355.957750 292.732041 -64.299582 -3176.660719
2458736.500000 0.137596 -22325993.355049 -14577861.197395 -2140011.948455 313.018021 -53.377984 -3174.102854
2458736.500000 0.138290 -22306584.147856 -14580740.740943 -2330507.291571 333.377286 -42.634040 -3171.307021
2458736.500000 0.138985 -22285951.045932 -14582980.666813 -2520827.769396 353.807135 -32.068823 -3168.273559
2458736.500000 0.139680 -22264090.342532 -14584591.961033 -2710959.164224 374.304866 -21.683405 -3165.002806
2458736.500000 0.140375 -22240998.330910 -14585585.609633 -2900887.258353 394.867779 -11.478859 -3161.495104
2458736.500000 0.141070 -22216671.304323 -14585972.598641 -3090597.834078 415.493172 -1.456257 -3157.750789
2458736.500000 0.141765 -22191105.556024 -14585763.914087 -3280076.673697 436.178345 8.383328 -3153.770203
2458736.500000 0.142460 -22164297.379269 -14584970.541999 -3469309.559506 456.920597 18.038825 -3149.553684
2458736.500000 0.143155 -22136243.067312 -14583603.468407 -3658282.273801 477.717227 27.509160 -3145.101571
2458736.500000 0.143850 -22106938.913409 -14581673.679339 -3846980.598879 498.565533 36.793261 -3140.414204
2458736.500000 0.144545 -22076381.210813 -14579192.160825 -4035390.317036 519.462816 45.890056 -3135.491922
2458736.500000 0.145240 -22044566.252781 -14576169.898894 -4223497.210568 540.406372 54.798473 -3130.335063
2458736.500000 0.145935 -22011490.333857 -14572617.879951 -4411287.061987 561.393503 63.517438 -3124.943968
2458736.500000 0.146630 -21977150.369629 -14568547.271707 -4598745.756925 582.421474 72.046012 -3119.319036
2458736.500000 0.147325 -21941544.891431 -14563969.713573 -4785859.449311 603.487466 80.383595 -3113.460822
2458736.500000 0.148019 -21904672.690004 -14558896.920688 -4972614.336144 624.588647 88.529644 -3107.369908
2458736.500000 0.148714 -21866532.556088 -14553340.608191 -5158996.614426 645.722185 96.483615 -3101.046872
2458736.500000 0.149409 -21827123.280426 -14547312.491222 -5344992.481157 666.885247 104.244965 -3094.492298
2458736.500000 0.150104 -21786443.653756 -14540824.284921 -5530588.133339 688.075001 111.813148 -3087.706763
2458736.500000 0.150799 -21744492.466821 -14533887.704429 -5715769.767971 709.288615 119.187622 -3080.690851
2458736.500000 0.151494 -21701268.510361 -14526514.464883 -5900523.582055 730.523256 126.367843 -3073.445141
2458736.500000 0.152189 -21656770.575117 -14518716.281426 -6084835.772591 751.776092 133.353266 -3065.970213
2458736.500000 0.152884 -21610997.451829 -14510504.869195 -6268692.536581 773.044291 140.143349 -3058.266649
2458736.500000 0.153579 -21563947.931239 -14501891.943331 -6452080.071025 794.325021 146.737546 -3050.335028
2458736.500000 0.154274 -21515620.804086 -14492889.218974 -6634984.572923 815.615448 153.135315 -3042.175933
2458736.500000 0.154969 -21466014.861113 -14483508.411263 -6817392.239278 836.912741 159.336111 -3033.789943
2458736.500000 0.155664 -21415128.893060 -14473761.235338 -6999289.267089 858.214068 165.339391 -3025.177638
2458736.500000 0.156359 -21362961.692301 -14463659.406496 -7180661.853756 879.516595 171.144611 -3016.339601
2458736.500000 0.157054 -21309512.706879 -14453214.702672 -7361496.356604 900.817484 176.751366 -3007.276469
2458736.500000 0.157748 -21254783.040536 -14442439.059984 -7541779.536807 922.113874 182.159601 -2997.989031
2458736.500000 0.158443 -21198774.054335 -14431344.439133 -7721498.218302 943.402903 187.369314 -2988.478097
2458736.500000 0.159138 -21141487.109340 -14419942.800821 -7900639.225026 964.681708 192.380504 -2978.744477
2458736.500000 0.159833 -21082923.566615 -14408246.105749 -8079189.380917 985.947428 197.193171 -2968.788981
2458736.500000 0.160528 -21023084.787224 -14396266.314619 -8257135.509913 1007.197198 201.807312 -2958.612420
2458736.500000 0.161223 -20961972.132232 -14384015.388132 -8434464.435951 1028.428158 206.222928 -2948.215605
2458736.500000 0.161918 -20899586.962701 -14371505.286989 -8611162.982968 1049.637444 210.440016 -2937.599346
2458736.500000 0.162613 -20835930.639696 -14358747.971892 -8787217.974903 1070.822194 214.458576 -2926.764452
2458736.500000 0.163308 -20771004.524281 -14345755.403542 -8962616.235692 1091.979545 218.278607 -2915.711735
2458736.500000 0.164003 -20704809.977520 -14332539.542640 -9137344.589272 1113.106635 221.900106 -2904.442005
2458736.500000 0.164698 -20637348.360477 -14319112.349888 -9311389.859583 1134.200601 225.323074 -2892.956072
2458736.500000 0.165393 -20568621.034215 -14305485.785987 -9484738.870560 1155.258581 228.547510 -2881.254747
2458736.500000 0.166088 -20498629.359800 -14291671.811639 -9657378.446142 1176.277712 231.573411 -2869.338839
2458736.500000 0.166782 -20427374.700262 -14277682.387358 -9829295.410905 1197.255131 234.400777 -2857.209161
2458736.500000 0.167477 -20354859.086108 -14263529.410373 -10000476.805903 1218.187996 237.029749 -2844.866577
2458736.500000 0.168172 -20281086.184035 -14249224.622781 -10170910.202853 1239.073507 239.460810 -2832.312095
2458736.500000 0.168867 -20206059.906858 -14234779.743343 -10340583.253293 1259.908874 241.694497 -2819.546740
2458736.500000 0.169562 -20129784.167392 -14220206.490819 -10509483.608763 1280.691305 243.731346 -2806.571539
2458736.500000 0.170257 -20052262.878453 -14205516.583971 -10677598.920800 1301.418009 245.571894 -2793.387518
2458736.500000 0.170952 -19973499.952855 -14190721.741559 -10844916.840943 1322.086195 247.216677 -2779.995703
2458736.500000 0.171647 -19893499.303414 -14175833.682344 -11011425.020732 1342.693072 248.666231 -2766.397121
2458736.500000 0.172342 -19812264.842946 -14160864.125087 -11177111.111704 1363.235848 249.921093 -2752.592798
2458736.500000 0.173037 -19729800.484265 -14145824.788549 -11341962.765399 1383.711732 250.981798 -2738.583761
2458736.500000 0.173732 -19646110.140187 -14130727.391490 -11505967.633354 1404.117932 251.848884 -2724.371036
2458736.500000 0.174427 -19561197.723527 -14115583.652672 -11669113.367110 1424.451659 252.522886 -2709.955649
2458736.500000 0.175122 -19475067.147101 -14100405.290856 -11831387.618203 1444.710119 253.004342 -2695.338626
2458736.500000 0.175817 -19387722.323723 -14085204.024802 -11992778.038174 1464.890523 253.293786 -2680.520994
2458736.500000 0.176511 -19299167.166208 -14069991.573271 -12153272.278561 1484.990078 253.391757 -2665.503780
2458736.500000 0.177206 -19209405.589634 -14054779.654361 -12312857.991841 1505.005995 253.298789 -2650.288009
2458736.500000 0.177901 -19118442.164045 -14039579.794146 -12471523.102658 1524.935526 253.015559 -2634.874762
2458736.500000 0.178596 -19026283.018261 -14024403.061694 -12629256.183387 1544.776035 252.543067 -2619.265247
2458736.500000 0.179291 -18932934.507996 -14009260.459553 -12786045.900687 1564.524901 251.882364 -2603.460691
2458736.500000 0.179986 -18838402.988966 -13994162.990271 -12941880.921214 1584.179502 251.034499 -2587.462321
2458736.500000 0.180681 -18742694.816885 -13979121.656394 -13096749.911629 1603.737217 250.000521 -2571.271362
2458736.500000 0.181376 -18645816.347466 -13964147.460472 -13250641.538589 1623.195424 248.781482 -2554.889042
2458736.500000 0.182071 -18547773.936425 -13949251.405051 -13403544.468751 1642.551501 247.378429 -2538.316587
2458736.500000 0.182766 -18448573.939476 -13934444.492679 -13555447.368775 1661.802828 245.792414 -2521.555224
2458736.500000 0.183461 -18348222.712332 -13919737.725903 -13706338.905319 1680.946783 244.024485 -2504.606179
2458736.500000 0.184156 -18246726.610709 -13905142.107272 -13856207.745041 1699.980744 242.075692 -2487.470680
2458736.500000 0.184851 -18144091.990321 -13890668.639334 -14005042.554599 1718.902090 239.947086 -2470.149952
2458736.500000 0.185546 -18040325.206882 -13876328.324634 -14152832.000651 1737.708199 237.639715 -2452.645223
2458736.500000 0.186240 -17935432.616107 -13862132.165723 -14299564.749855 1756.396451 235.154629 -2434.957719
2458736.500000 0.186935 -17829420.573710 -13848091.165146 -14445229.468871 1774.964223 232.492879 -2417.088667
2458736.500000 0.187630 -17722295.437874 -13834216.324177 -14589814.825660 1793.408895 229.655513 -2399.039293
2458736.500000 0.188325 -17614064.184297 -13820518.325277 -14733309.814422 1811.727917 226.643713 -2380.810875
